prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
csev,29.64821,-82.344387,CISE,academic,14,0,1,0,1,0,0,0,0,0,0,2,1,1,23,23,40,91,96,135,139,124,159,196,177,131,126,137,125,106,135,78,66,44,61,67,68,86,71,34,76,15,48,15,26,7,1,2,196
csfl,29.633672,-82.361716,Crops And Soils Field Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
cwp,29.648189,-82.348498,Lacy R. Chilled Water Plt. CWP2,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dau,29.649895,-82.344979,Dauer Hall,academic,0,1,0,1,0,0,0,0,0,0,0,1,2,2,7,13,16,12,17,25,23,38,27,34,25,34,32,41,26,30,16,22,38,17,11,22,5,12,6,8,6,11,7,10,3,4,0,0,41
dinefreshfood,29.647025,-82.341302,Fresh Food,social,0,1,0,0,0,3,0,0,0,0,0,2,2,1,11,3,17,14,13,15,21,28,23,28,14,22,20,18,8,8,14,16,7,17,11,12,16,14,8,7,9,19,9,21,4,5,0,0,28
edb,29.641637,-82.348364,Engineering Design Building,academic,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,3,2,8,3,7,2,4,1,5,3,3,0,5,2,8,4,7,0,3,3,1,2,3,0,0,1,1,0,2,0,0,8
ehs,29.64353,-82.343826,Env. Health and Safety EHS,unknown,0,0,1,1,0,1,0,0,0,0,1,2,0,7,3,10,5,8,2,15,4,8,2,24,3,18,4,12,6,15,6,18,6,16,1,8,1,3,2,4,1,7,0,2,2,1,0,0,24
elm,29.643476,-82.366184,Elmore Hall,admin,0,1,0,0,0,0,0,1,0,0,0,0,4,1,3,1,6,2,2,2,8,5,6,2,5,3,1,4,3,3,2,3,2,6,1,4,0,3,3,1,0,0,1,4,0,0,0,0,8
elmv,29.643476,-82.366184,Elmore Hall,admin,0,1,0,0,0,0,0,1,0,0,0,0,4,1,3,1,6,2,2,2,8,5,6,2,5,3,1,4,3,3,2,3,2,6,1,4,0,3,3,1,0,0,1,4,0,0,0,0,8
eyn,29.634543,-82.366474,Entomology-Nematology,academic,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,4,1,3,3,4,8,4,6,6,3,5,4,7,6,4,5,5,6,8,7,3,4,2,4,3,6,3,0,0,3,0,0,8
faa,29.648127,-82.340636,Fine Arts A,academic,0,2,1,0,0,0,0,0,0,0,0,0,1,2,16,6,23,14,27,22,25,30,52,34,42,37,36,27,33,12,12,26,14,12,8,10,8,5,9,5,6,2,3,6,8,5,1,1,52
fab,29.648118,-82.339764,Fine Arts B,academic,1,1,0,1,2,4,0,1,0,0,2,0,6,2,14,13,29,41,42,46,35,27,19,54,44,25,14,36,25,32,8,26,19,18,3,18,10,15,7,11,3,9,3,15,3,3,0,0,54
fac,29.647768,-82.340343,Fine Arts C,academic,7,7,3,7,1,2,4,5,1,2,0,2,8,5,31,17,37,38,60,86,79,81,69,80,65,94,85,61,45,53,34,44,30,35,30,43,25,35,28,28,16,40,20,33,11,30,1,2,94
facB,29.647768,-82.340343,Fine Arts C,academic,7,7,3,7,1,2,4,5,1,2,0,2,8,5,31,17,37,38,60,86,79,81,69,80,65,94,85,61,45,53,34,44,30,35,30,43,25,35,28,28,16,40,20,33,11,30,1,2,94
fad,29.648372,-82.340171,Fine Arts D,academic,1,1,1,2,2,2,0,0,1,0,0,0,1,0,9,9,8,9,25,12,14,20,16,14,22,17,13,22,7,11,11,19,13,16,12,6,5,3,5,6,4,2,3,3,1,0,0,0,25
ff,29.638503,-82.357321,Forestry Resource and Conserv. FF1,unknown,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,4,14,6,7,8,6,6,10,5,7,1,6,4,1,1,5,2,5,3,6,6,7,3,2,2,1,2,2,0,1,1,0,0,14
ff1,29.638525,-82.35733,Forestry Resource and Conservation,admin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fif,29.63847,-82.361135,Fifield Hall,academic,0,0,0,0,0,1,0,0,1,0,1,0,1,3,8,7,9,8,7,5,5,8,5,10,5,14,11,11,5,10,3,11,11,17,11,15,5,9,2,3,4,6,2,5,2,3,0,0,17
fifv,29.63847,-82.361135,Fifield Hall,academic,0,0,0,0,0,1,0,0,1,0,1,0,1,3,8,7,9,8,7,5,5,8,5,10,5,14,11,11,5,10,3,11,11,17,11,15,5,9,2,3,4,6,2,5,2,3,0,0,17
flg,29.649463,-82.347294,Florida Gym,sports,1,0,0,0,0,0,0,0,0,1,0,2,1,4,11,68,93,72,75,78,70,79,97,91,101,68,77,87,90,86,75,21,21,9,24,14,10,37,8,9,5,3,34,6,0,1,1,0,101
fli,29.651575,-82.34385,Keene-Flint Hall,academic,4,5,3,3,0,6,0,2,0,2,0,1,6,4,10,23,35,45,62,71,82,89,70,81,99,78,64,58,51,56,24,47,30,51,13,37,16,21,21,26,13,19,11,24,12,26,2,5,99
flih,29.649981,-82.332703,Innovation Hub,academic,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,13,1,10,2,5,6,10,3,5,3,7,7,6,5,1,5,4,10,2,1,3,3,0,5,0,0,1,0,0,0,0,0,13
flo,29.650131,-82.343723,Griffin-Floyd Hall,academic,2,1,0,0,0,0,0,0,0,0,0,1,0,2,9,19,26,40,50,38,49,43,47,47,54,54,67,46,42,29,33,23,34,11,20,20,9,10,13,5,12,3,13,7,4,4,0,1,67
fpof,29.65047,-82.347275,Florida Pool Offices/Lockers,sports,0,0,1,1,0,0,0,0,0,0,2,1,2,0,3,1,4,1,6,5,8,3,5,7,5,7,8,2,7,9,10,6,8,8,5,6,3,6,3,8,5,5,11,2,0,1,0,0,11
fsf,29.648006,-82.350075,Gator Corner Dining Center,social,0,0,1,1,0,0,0,0,1,2,2,0,4,3,18,5,21,3,22,13,10,17,13,8,16,19,18,19,9,10,11,10,16,19,16,25,23,24,13,19,10,13,9,14,1,3,0,0,25
ger,29.650745,-82.340119,Gerson Hall,academic,0,1,0,0,0,1,0,0,0,0,0,1,0,4,9,4,3,30,10,5,28,33,9,10,48,35,4,10,41,13,8,4,5,13,10,3,3,0,4,1,0,4,0,0,1,2,0,1,48
gerc,29.650745,-82.340119,Gerson Hall,academic,0,1,0,0,0,1,0,0,0,0,0,1,0,4,9,4,3,30,10,5,28,33,9,10,48,35,4,10,41,13,8,4,5,13,10,3,3,0,4,1,0,4,0,0,1,2,0,1,48
gri,29.649287,-82.342056,Grinter Hall,academic,5,4,1,3,1,2,2,0,2,1,3,4,10,11,16,20,24,19,23,45,44,77,68,71,63,55,35,46,35,51,49,49,32,33,35,13,21,14,22,14,14,21,20,14,8,10,0,0,77
harn,29.637031,-82.370247,Harn Museum Of Art,museum,0,0,0,0,0,0,1,1,0,0,1,0,7,3,12,3,12,1,18,4,14,2,7,6,14,5,8,7,3,14,0,4,3,10,4,7,5,6,5,6,1,6,3,7,0,4,0,0,18
harng,29.637031,-82.370247,Harn Museum Of Art,museum,0,0,0,0,0,0,1,1,0,0,1,0,7,3,12,3,12,1,18,4,14,2,7,6,14,5,8,7,3,14,0,4,3,10,4,7,5,6,5,6,1,6,3,7,0,4,0,0,18
harntr,29.637031,-82.370247,Harn Museum Of Art,museum,0,0,0,0,0,0,1,1,0,0,1,0,7,3,12,3,12,1,18,4,14,2,7,6,14,5,8,7,3,14,0,4,3,10,4,7,5,6,5,6,1,6,3,7,0,4,0,0,18
her,29.651103,-82.3486,Heritage Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,1,3,3,1,1,1,5,1,8,0,5,0,5,1,4,2,2,1,1,0,3,0,2,0,0,0,0,8
hgs,29.650423,-82.340748,Hough Hall Business School,unknown,2,11,0,3,2,2,0,2,3,3,1,0,8,20,34,11,46,55,44,44,84,79,45,52,86,89,32,60,92,89,35,66,63,74,52,41,43,40,25,32,19,24,19,28,10,24,1,0,92
hol,29.649817,-82.359215,Holland Law Center,academic,1,2,0,0,0,0,0,0,0,0,1,0,6,7,28,20,53,30,54,59,78,55,60,77,78,77,58,53,65,51,28,34,50,63,44,31,28,34,16,22,14,17,13,11,6,3,0,0,78
hrb,29.651757,-82.334063,HR Building,admin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,1,1,4,2,3,5,4,4,3,1,4,2,2,1,4,1,2,2,1,1,2,1,1,0,2,1,0,0,0,5
hub,29.648251,-82.345586,The Hub,social,0,0,0,0,0,0,1,0,0,0,0,0,6,17,22,20,45,42,68,89,102,108,96,93,74,85,79,84,69,66,45,31,31,26,21,28,35,23,7,5,12,7,6,3,2,2,1,1,108
hume,29.644505,-82.352442,Hume Commons,housing,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,8,4,5,6,7,4,1,2,6,4,5,6,2,4,1,5,3,6,7,5,2,3,1,2,4,3,1,5,0,1,0,0,9
iblc,29.652301,-82.342142,Institute Of Black Culture,social,0,3,0,2,0,0,0,0,0,1,0,0,1,2,4,3,8,10,10,12,18,15,12,23,18,23,7,26,12,14,6,16,11,12,5,11,4,11,9,13,3,12,13,8,11,17,0,0,26
ihlc,29.652293,-82.341916,Hispanic/Latino Cultures Inst,social,0,2,0,0,0,0,1,0,1,0,0,1,5,1,5,1,11,10,15,19,9,27,23,20,16,31,12,14,10,25,16,12,6,23,15,15,11,17,11,17,15,10,11,15,4,11,1,0,31
imag,29.63781,-82.362908,Mycology Lab,academic,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,0,2,1,0,4,1,2,1,1,1,3,2,1,3,2,4,5,0,0,1,6,2,3,1,2,1,1,1,0,0,0,6
impl,29.645697,-82.343192,Office Building,admin,1,0,0,0,0,0,0,0,1,0,0,0,3,0,4,2,5,0,1,3,3,4,6,5,3,3,2,3,3,5,7,5,3,2,10,4,10,6,3,4,1,1,1,5,0,4,0,0,10
inf,29.649513,-82.346505,Infirmary,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,6,12,13,16,27,14,16,14,9,19,17,13,13,15,16,4,11,3,4,0,3,3,1,0,1,1,2,2,1,0,0,0,27
infb,29.649513,-82.346505,Infirmary,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,6,12,13,16,27,14,16,14,9,19,17,13,13,15,16,4,11,3,4,0,3,3,1,0,1,1,2,2,1,0,0,0,27
jen,29.644393,-82.342214,Jennings Hall Office,admin,1,3,2,7,3,1,3,2,3,1,6,1,29,9,59,13,64,19,69,38,59,40,76,45,72,47,64,69,53,72,48,63,58,74,55,39,69,31,41,34,36,31,27,36,8,21,1,2,76
lar,29.643124,-82.347321,Larsen Hall,academic,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,6,14,23,39,38,43,21,25,38,33,19,29,31,26,16,20,33,8,19,37,5,5,3,4,3,2,1,3,4,2,0,0,0,43
lbw,29.65112,-82.34288,Library West,library,33,8,33,5,18,0,12,3,14,1,9,0,6,9,21,36,35,67,58,77,93,106,124,112,119,127,110,111,105,89,93,75,110,72,72,65,95,62,61,78,72,81,79,69,69,48,7,0,127
lit,29.648846,-82.340697,Little Hall,academic,1,3,1,1,0,1,0,0,0,0,0,0,2,1,5,57,70,80,115,112,125,121,132,141,168,72,72,49,53,28,23,9,4,11,12,15,7,6,7,4,15,3,1,1,3,11,0,1,168
mae,29.64668,-82.349201,Materials Engineering,academic,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,16,13,10,3,6,10,22,2,18,6,10,11,10,8,13,9,8,4,6,6,10,3,4,1,6,1,1,3,5,0,1,22
maec,29.647327,-82.349466,MAE C,academic,0,3,1,0,0,0,0,0,1,0,0,0,5,3,10,1,8,8,8,5,19,8,15,8,18,8,13,10,14,5,14,11,14,20,12,8,8,11,12,10,2,6,5,9,0,2,0,0,20
mat,29.651649,-82.341016,Matherly Hall,academic,1,1,0,0,0,0,0,1,0,3,0,1,1,4,2,18,34,127,141,121,164,100,109,96,122,107,100,79,74,26,76,11,17,27,13,13,11,13,6,10,12,1,0,5,3,2,0,3,164
mcca,29.646982,-82.345531,Mccarty Hall A,academic,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,26,40,32,40,53,87,58,63,53,55,57,54,20,19,22,6,15,3,6,4,5,0,3,3,1,1,4,5,0,1,1,0,0,87
mccaG,29.646982,-82.345531,Mccarty Hall A,academic,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,26,40,32,40,53,87,58,63,53,55,57,54,20,19,22,6,15,3,6,4,5,0,3,3,1,1,4,5,0,1,1,0,0,87
mccb,29.646754,-82.34492,Mccarty Hall B,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,24,27,28,32,19,28,46,34,24,21,8,11,7,11,2,4,0,3,8,2,1,4,1,9,2,0,1,0,1,0,0,46
mccbG,29.646754,-82.34492,Mccarty Hall B,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,24,27,28,32,19,28,46,34,24,21,8,11,7,11,2,4,0,3,8,2,1,4,1,9,2,0,1,0,1,0,0,46
mccc,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,22,27,37,51,63,60,48,63,51,41,20,20,8,19,22,10,7,37,2,2,4,2,13,2,12,6,1,13,0,0,0,0,0,63
mccctr,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,22,27,37,51,63,60,48,63,51,41,20,20,8,19,22,10,7,37,2,2,4,2,13,2,12,6,1,13,0,0,0,0,0,63
mccd,29.64646,-82.344389,Mccarty Hall D,academic,1,0,2,0,0,0,0,0,0,1,1,0,2,4,5,15,13,11,4,22,22,17,13,15,10,20,13,9,6,15,20,13,6,8,8,8,3,6,4,5,4,3,1,4,1,1,0,0,22
mccdG,29.64646,-82.344389,Mccarty Hall D,academic,1,0,2,0,0,0,0,0,0,1,1,0,2,4,5,15,13,11,4,22,22,17,13,15,10,20,13,9,6,15,20,13,6,8,8,8,3,6,4,5,4,3,1,4,1,1,0,0,22
mcg,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,1,2,2,3,3,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgB,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,1,2,2,3,3,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgC,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,1,2,2,3,3,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgCG,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,1,2,2,3,3,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mckl,29.648039,-82.346425,Microkelvin Laboratory,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,1,6,4,0,3,2,0,1,1,4,1,1,1,1,1,1,0,0,0,1,2,1,3,0,1,0,0,0,0,6
mcsb,29.639963,-82.362885,Microbiology/Cell Science,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,5,7,5,8,15,4,0,7,6,12,8,1,2,1,2,6,0,6,4,3,1,0,1,0,0,0,0,0,0,0,0,15
meb,29.641979,-82.344079,Harrell Medical Education Building,academic,0,2,0,2,1,1,0,2,1,0,0,0,9,5,32,15,34,33,62,46,63,49,45,41,36,52,43,48,28,34,25,29,30,35,22,28,20,32,8,16,10,18,8,26,3,6,0,0,63
mebv,29.641979,-82.344079,Harrell Medical Education Building,academic,0,2,0,2,1,1,0,2,1,0,0,0,9,5,32,15,34,33,62,46,63,49,45,41,36,52,43,48,28,34,25,29,30,35,22,28,20,32,8,16,10,18,8,26,3,6,0,0,63
meh,29.632906,-82.361672,Mehrhof Hall,academic,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,3,1,1,4,3,7,1,5,2,8,0,13,2,2,1,7,0,14,0,4,2,13,3,8,1,3,1,5,0,7,0,0,14
msl,29.647957,-82.343904,Marston Science Library,library,1,1,0,0,0,0,0,0,0,0,0,0,4,1,7,20,24,68,80,113,92,109,106,140,104,153,177,133,119,112,97,84,76,79,92,79,83,52,75,51,41,54,61,34,32,18,2,3,177
mub,29.648244,-82.342908,Music Building,academic,1,1,0,0,1,2,0,1,1,0,1,0,1,3,17,30,51,34,46,48,67,62,73,68,94,64,61,48,49,69,30,50,32,38,49,35,36,30,41,15,15,14,21,17,14,11,2,0,94
mus,29.644484,-82.3441,Dickinson Hall,academic,0,1,3,0,0,0,1,0,0,0,0,2,0,7,11,4,19,9,9,15,19,9,22,13,15,16,19,18,7,9,9,16,27,15,13,7,9,8,6,3,3,8,3,7,2,5,0,0,27
nano,29.642764,-82.346123,Nanoscale Research,academic,0,1,0,0,0,1,0,0,1,0,0,1,4,5,17,10,12,10,18,25,16,24,25,24,17,31,22,32,17,27,12,24,13,22,10,22,9,15,10,13,4,8,6,10,1,6,0,0,32
neb,29.642287,-82.347076,New Engineering Building,unknown,3,0,0,0,0,0,1,0,0,0,0,0,1,3,7,17,24,51,77,55,65,66,66,51,67,50,61,43,55,50,61,28,36,11,21,13,20,12,20,10,5,4,16,2,12,1,0,0,77
npb,29.643913,-82.349779,Physics,academic,0,2,3,0,0,0,0,0,0,0,0,0,12,2,30,27,70,52,105,66,91,58,60,41,50,70,83,48,45,30,21,22,13,17,18,15,10,19,6,17,3,5,17,4,2,4,0,0,105
npbB,29.643913,-82.349779,Physics,academic,0,2,3,0,0,0,0,0,0,0,0,0,12,2,30,27,70,52,105,66,91,58,60,41,50,70,83,48,45,30,21,22,13,17,18,15,10,19,6,17,3,5,17,4,2,4,0,0,105
nrg,29.646251,-82.337966,Norman Gym,sports,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,9,6,11,8,18,26,25,20,23,18,9,9,14,11,9,30,9,19,7,14,14,8,4,3,5,4,1,1,1,3,0,2,30
nrn,29.646947,-82.338164,Norman Hall,academic,0,4,0,0,0,0,1,0,0,1,1,3,7,9,28,49,62,62,91,93,129,160,169,97,90,111,105,93,67,47,51,47,34,25,24,12,18,38,13,24,17,9,19,6,2,7,0,0,169
nrna,29.646645,-82.337581,Norman Hall Addition,academic,0,0,0,0,0,0,0,0,0,1,0,0,6,4,17,21,13,27,35,38,76,53,44,66,52,48,29,48,38,43,39,36,23,41,15,20,21,11,12,10,9,8,4,7,1,2,1,1,76
