prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
cwp,29.648189,-82.348498,Lacy R. Chilled Water Plt. CWP2,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dau,29.649895,-82.344979,Dauer Hall,academic,4,3,4,1,0,0,0,0,0,0,0,2,2,0,5,14,7,13,23,17,25,35,28,26,33,26,15,33,20,22,23,15,16,23,26,15,13,14,7,8,5,6,2,2,2,5,1,2,41
dinefreshfood,29.647025,-82.341302,Fresh Food,social,0,0,0,1,0,0,0,0,0,0,0,0,5,2,11,4,13,8,14,13,10,21,30,24,25,17,21,20,11,20,4,21,13,9,16,20,14,18,14,6,9,17,10,14,3,2,1,0,28
edb,29.641637,-82.348364,Engineering Design Building,academic,1,2,0,2,0,0,0,0,0,0,0,0,4,0,3,1,3,2,6,3,1,4,1,5,4,3,3,2,2,3,6,10,3,5,3,5,2,2,0,3,2,2,1,4,0,1,0,2,8
ehs,29.64353,-82.343826,Env. Health and Safety EHS,unknown,1,1,0,1,0,0,0,0,0,1,0,4,1,2,2,8,2,7,2,13,5,17,6,17,4,11,3,18,5,11,8,9,4,11,5,9,2,9,0,7,0,4,1,5,1,6,1,4,24
elm,29.643476,-82.366184,Elmore Hall,admin,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,9,5,7,10,6,3,3,4,4,9,2,2,4,4,4,5,2,7,3,1,4,0,0,2,1,1,0,1,0,2,8
elmv,29.643476,-82.366184,Elmore Hall,admin,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,9,5,7,10,6,3,3,4,4,9,2,2,4,4,4,5,2,7,3,1,4,0,0,2,1,1,0,1,0,2,8
eyn,29.634543,-82.366474,Entomology-Nematology,academic,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,3,4,3,5,2,8,13,12,9,10,8,4,3,4,6,8,5,6,3,3,4,2,3,7,1,2,2,2,1,1,0,1,8
faa,29.648127,-82.340636,Fine Arts A,academic,3,3,4,1,2,1,0,0,0,0,0,3,3,0,7,6,12,16,27,14,30,25,33,16,25,22,30,40,34,20,36,28,35,23,25,8,13,13,8,6,8,6,5,4,5,6,2,5,52
fab,29.648118,-82.339764,Fine Arts B,academic,0,4,2,0,0,1,0,2,0,0,0,1,1,2,14,18,18,13,16,20,19,46,18,19,37,41,33,52,19,30,34,24,14,34,7,17,6,16,9,8,3,11,3,9,2,10,2,2,54
fac,29.647768,-82.340343,Fine Arts C,academic,4,11,3,13,4,1,3,4,1,1,4,3,4,4,26,18,26,26,42,44,65,72,54,53,60,99,66,49,65,59,58,62,52,52,44,51,32,29,26,31,17,29,26,36,13,11,10,22,94
facB,29.647768,-82.340343,Fine Arts C,academic,4,11,3,13,4,1,3,4,1,1,4,3,4,4,26,18,26,26,42,44,65,72,54,53,60,99,66,49,65,59,58,62,52,52,44,51,32,29,26,31,17,29,26,36,13,11,10,22,94
fad,29.648372,-82.340171,Fine Arts D,academic,0,0,1,1,1,1,0,0,0,0,0,0,1,0,5,1,7,6,6,10,15,20,8,7,13,7,14,21,8,17,17,11,16,17,7,6,9,6,2,6,5,3,3,4,4,1,3,1,25
ff,29.638503,-82.357321,Forestry Resource and Conserv. FF1,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,9,12,4,6,7,6,7,6,8,6,7,8,4,8,8,10,7,10,4,2,2,1,1,2,2,1,1,0,1,2,1,0,1,14
ff1,29.638525,-82.35733,Forestry Resource and Conservation,admin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fif,29.63847,-82.361135,Fifield Hall,academic,0,1,0,0,0,0,0,0,0,0,0,0,4,1,8,5,6,9,8,11,15,11,11,5,9,8,7,12,13,13,8,10,3,15,5,11,6,6,6,5,5,4,2,0,2,2,2,0,17
fifv,29.63847,-82.361135,Fifield Hall,academic,0,1,0,0,0,0,0,0,0,0,0,0,4,1,8,5,6,9,8,11,15,11,11,5,9,8,7,12,13,13,8,10,3,15,5,11,6,6,6,5,5,4,2,0,2,2,2,0,17
flg,29.649463,-82.347294,Florida Gym,sports,0,1,0,0,0,0,0,0,0,0,0,1,1,7,11,36,22,57,62,56,101,134,115,49,68,51,82,81,53,45,57,28,60,16,12,19,29,16,9,2,4,6,3,2,0,0,0,0,101
fli,29.651575,-82.34385,Keene-Flint Hall,academic,20,12,6,8,2,2,1,1,1,1,0,4,4,2,13,24,22,15,49,62,59,94,36,60,80,70,58,76,41,43,33,43,33,60,54,46,23,46,16,29,12,21,7,15,8,12,3,5,99
flih,29.649981,-82.332703,Innovation Hub,academic,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,2,7,2,8,1,6,1,2,4,7,6,4,2,0,6,1,5,5,6,2,11,3,5,0,2,4,4,1,1,2,3,1,0,13
flo,29.650131,-82.343723,Griffin-Floyd Hall,academic,5,2,0,2,1,0,1,0,0,0,0,0,1,1,11,22,32,20,40,61,63,62,53,47,48,48,50,46,39,18,25,29,31,18,11,8,12,5,4,5,2,3,7,1,3,1,1,1,67
fpof,29.65047,-82.347275,Florida Pool Offices/Lockers,sports,0,0,0,1,0,0,0,0,0,0,0,1,5,2,6,3,4,2,8,10,2,5,8,2,8,15,8,15,9,16,12,16,5,13,5,7,5,3,7,4,2,6,2,0,0,0,0,0,11
fsf,29.648006,-82.350075,Gator Corner Dining Center,social,0,1,1,0,1,1,0,0,0,0,0,0,3,3,15,9,20,11,21,10,11,19,14,19,19,15,12,22,10,10,5,9,14,31,25,29,21,25,17,17,9,15,8,6,1,1,2,1,25
ger,29.650745,-82.340119,Gerson Hall,academic,0,1,0,2,0,1,0,0,0,0,0,0,1,1,2,8,7,31,15,10,23,27,20,14,44,45,26,18,28,29,23,15,20,6,5,4,8,5,2,2,1,2,2,2,1,0,0,3,48
gerc,29.650745,-82.340119,Gerson Hall,academic,0,1,0,2,0,1,0,0,0,0,0,0,1,1,2,8,7,31,15,10,23,27,20,14,44,45,26,18,28,29,23,15,20,6,5,4,8,5,2,2,1,2,2,2,1,0,0,3,48
gri,29.649287,-82.342056,Grinter Hall,academic,14,11,7,11,2,0,0,2,1,3,2,1,9,13,20,29,28,22,39,46,45,67,73,87,74,59,46,56,31,39,36,31,47,33,26,22,18,19,10,23,14,22,13,10,9,9,7,11,77
harn,29.637031,-82.370247,Harn Museum Of Art,museum,1,1,0,0,0,0,0,0,0,1,1,0,3,2,13,2,11,3,7,3,15,10,9,6,8,2,1,4,4,3,4,6,8,11,3,8,4,4,7,7,4,10,0,3,0,3,0,4,18
harng,29.637031,-82.370247,Harn Museum Of Art,museum,1,1,0,0,0,0,0,0,0,1,1,0,3,2,13,2,11,3,7,3,15,10,9,6,8,2,1,4,4,3,4,6,8,11,3,8,4,4,7,7,4,10,0,3,0,3,0,4,18
harntr,29.637031,-82.370247,Harn Museum Of Art,museum,1,1,0,0,0,0,0,0,0,1,1,0,3,2,13,2,11,3,7,3,15,10,9,6,8,2,1,4,4,3,4,6,8,11,3,8,4,4,7,7,4,10,0,3,0,3,0,4,18
her,29.651103,-82.3486,Heritage Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,1,1,2,0,2,0,4,1,8,1,12,4,5,1,3,3,3,1,2,0,1,0,0,0,0,8
hgs,29.650423,-82.340748,Hough Hall Business School,unknown,6,15,2,10,1,5,1,4,1,2,0,1,7,6,32,11,32,61,39,26,91,80,42,44,100,111,54,75,89,97,39,72,77,63,51,76,44,45,42,34,25,32,13,27,5,16,11,20,92
hol,29.649817,-82.359215,Holland Law Center,academic,2,1,0,1,0,1,0,0,0,0,0,0,7,5,31,34,48,32,72,50,67,40,78,54,54,69,39,41,54,41,32,34,62,48,21,28,21,20,22,14,10,9,14,14,11,4,2,4,78
hrb,29.651757,-82.334063,HR Building,admin,1,1,0,4,0,0,0,0,0,0,0,0,1,2,0,3,3,2,0,1,6,1,6,2,2,6,2,6,0,2,5,2,2,7,2,6,4,4,0,3,0,4,3,5,0,3,3,1,5
hub,29.648251,-82.345586,The Hub,social,1,0,0,0,0,0,0,0,0,0,0,4,3,18,19,19,29,51,52,91,86,122,75,114,125,124,79,123,71,60,58,69,72,47,24,33,28,15,12,14,7,9,6,1,1,1,2,3,108
hume,29.644505,-82.352442,Hume Commons,housing,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,1,10,5,9,2,14,9,6,2,9,6,3,4,6,9,2,3,2,8,7,6,2,3,4,7,1,0,2,2,2,1,1,0,9
iblc,29.652301,-82.342142,Institute Of Black Culture,social,8,7,10,3,1,1,1,2,0,0,2,1,3,1,9,7,12,9,17,12,12,22,9,20,18,25,14,28,17,22,10,18,9,14,14,14,8,17,6,14,8,15,9,8,5,7,2,3,26
ihlc,29.652293,-82.341916,Hispanic/Latino Cultures Inst,social,4,2,2,4,0,0,0,0,2,2,1,0,3,1,12,2,13,7,15,9,18,20,21,24,14,23,14,22,21,17,11,19,8,15,9,19,18,11,7,9,8,6,7,8,5,7,1,3,31
imag,29.63781,-82.362908,Mycology Lab,academic,0,1,0,0,0,0,0,0,0,0,0,0,4,1,8,0,7,2,5,2,4,5,1,2,2,1,4,2,0,1,2,5,3,2,0,5,1,3,1,1,3,1,0,1,1,0,0,1,6
impl,29.645697,-82.343192,Office Building,admin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,1,2,0,1,1,3,3,2,1,1,2,3,6,8,2,4,4,10,3,5,4,1,2,1,4,0,1,0,1,10
inf,29.649513,-82.346505,Infirmary,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,10,13,14,20,11,14,17,17,27,14,17,23,13,11,1,12,1,2,2,2,4,2,4,0,1,0,0,0,0,0,1,27
infb,29.649513,-82.346505,Infirmary,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,10,13,14,20,11,14,17,17,27,14,17,23,13,11,1,12,1,2,2,2,4,2,4,0,1,0,0,0,0,0,1,27
jen,29.644393,-82.342214,Jennings Hall Office,admin,7,9,3,6,2,3,0,0,1,0,6,1,19,3,78,11,63,28,75,33,59,41,66,42,63,65,54,56,65,47,69,90,48,65,64,48,55,43,37,40,20,44,21,33,8,16,6,19,76
lar,29.643124,-82.347321,Larsen Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,13,8,10,40,24,21,21,20,13,31,37,22,22,36,29,19,15,22,8,2,6,4,3,2,5,2,1,1,0,0,0,0,0,43
lbw,29.65112,-82.34288,Library West,library,52,11,51,6,16,4,13,2,6,3,10,2,7,16,28,25,36,64,52,71,93,104,91,102,124,130,93,112,104,81,83,57,92,58,78,66,68,77,73,85,76,69,60,51,77,31,68,14,127
lit,29.648846,-82.340697,Little Hall,academic,0,2,0,5,0,1,0,0,0,0,0,0,0,3,4,48,31,68,99,84,126,85,63,65,126,92,125,74,41,36,94,27,7,30,21,15,32,19,18,10,8,5,2,5,2,3,1,2,168
mae,29.64668,-82.349201,Materials Engineering,academic,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,9,5,4,7,3,10,9,13,10,10,4,17,6,16,12,21,7,10,6,12,3,8,6,7,2,3,3,7,0,5,0,4,22
maec,29.647327,-82.349466,MAE C,academic,1,0,0,1,0,0,0,0,1,0,0,0,3,0,7,3,6,8,9,4,17,8,17,7,17,7,10,12,18,10,11,8,11,14,16,9,10,16,8,14,7,5,4,0,3,2,1,0,20
mat,29.651649,-82.341016,Matherly Hall,academic,2,5,0,2,0,0,0,0,0,0,1,0,0,2,5,23,24,33,49,108,150,134,106,62,116,84,66,69,40,51,88,37,28,19,21,29,18,14,18,10,12,8,3,5,1,1,5,1,164
mcca,29.646982,-82.345531,Mccarty Hall A,academic,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,21,2,10,45,68,64,51,30,10,40,20,15,26,22,12,25,9,9,6,6,16,5,18,18,10,15,3,6,0,0,3,0,1,87
mccaG,29.646982,-82.345531,Mccarty Hall A,academic,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,21,2,10,45,68,64,51,30,10,40,20,15,26,22,12,25,9,9,6,6,16,5,18,18,10,15,3,6,0,0,3,0,1,87
mccb,29.646754,-82.34492,Mccarty Hall B,academic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,28,11,14,38,30,27,39,44,24,26,23,23,22,7,5,18,15,12,5,8,10,17,1,0,3,1,1,0,0,0,0,0,0,46
mccbG,29.646754,-82.34492,Mccarty Hall B,academic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,28,11,14,38,30,27,39,44,24,26,23,23,22,7,5,18,15,12,5,8,10,17,1,0,3,1,1,0,0,0,0,0,0,46
mccc,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,5,3,6,10,34,30,7,5,19,28,8,8,3,9,7,4,0,2,1,2,0,1,1,3,2,1,0,0,0,0,0,63
mccctr,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,5,3,6,10,34,30,7,5,19,28,8,8,3,9,7,4,0,2,1,2,0,1,1,3,2,1,0,0,0,0,0,63
mccd,29.64646,-82.344389,Mccarty Hall D,academic,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,13,6,7,21,19,20,26,17,16,21,10,14,19,14,11,10,19,8,7,10,5,2,5,5,4,2,2,0,3,0,0,0,2,22
mccdG,29.64646,-82.344389,Mccarty Hall D,academic,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,13,6,7,21,19,20,26,17,16,21,10,14,19,14,11,10,19,8,7,10,5,2,5,5,4,2,2,0,3,0,0,0,2,22
mcg,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,2,1,1,1,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgB,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,2,1,1,1,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgC,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,2,1,1,1,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgCG,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,2,1,1,1,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mckl,29.648039,-82.346425,Microkelvin Laboratory,academic,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,6,4,1,1,4,1,1,3,1,1,1,1,7,3,0,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,6
mcsb,29.639963,-82.362885,Microbiology/Cell Science,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,3,6,10,5,4,7,5,9,0,4,3,0,2,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,15
meb,29.641979,-82.344079,Harrell Medical Education Building,academic,1,5,0,4,1,2,0,1,1,0,1,0,6,2,24,4,19,18,40,33,35,54,29,28,65,54,48,59,31,34,20,36,23,38,35,22,19,26,20,29,6,16,6,13,5,8,5,7,63
mebv,29.641979,-82.344079,Harrell Medical Education Building,academic,1,5,0,4,1,2,0,1,1,0,1,0,6,2,24,4,19,18,40,33,35,54,29,28,65,54,48,59,31,34,20,36,23,38,35,22,19,26,20,29,6,16,6,13,5,8,5,7,63
meh,29.632906,-82.361672,Mehrhof Hall,academic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,2,3,2,4,0,5,1,8,0,6,2,8,1,10,1,8,1,4,1,9,1,6,0,8,1,9,0,2,0,2,14
msl,29.647957,-82.343904,Marston Science Library,library,7,1,0,0,0,0,1,0,1,0,0,0,2,4,14,12,16,53,43,74,78,124,96,106,97,113,128,94,93,84,101,100,79,82,69,68,69,65,52,48,51,51,53,29,41,16,48,11,177
mub,29.648244,-82.342908,Music Building,academic,4,7,3,6,1,0,0,0,0,0,0,0,2,5,15,17,34,12,43,30,51,36,49,47,66,61,56,67,49,42,47,44,53,27,35,23,31,34,36,18,17,16,32,10,7,5,7,4,94
mus,29.644484,-82.3441,Dickinson Hall,academic,0,3,2,0,0,1,0,0,0,0,2,0,5,5,7,4,14,3,20,13,15,14,20,17,15,13,14,6,21,13,16,12,20,16,20,13,8,2,3,8,4,12,2,3,2,4,1,1,27
nano,29.642764,-82.346123,Nanoscale Research,academic,1,1,0,0,0,0,0,0,0,0,0,1,1,2,13,3,12,16,20,20,18,19,16,22,14,21,15,27,19,21,18,31,19,24,20,21,13,11,2,12,1,5,1,3,1,2,2,2,32
neb,29.642287,-82.347076,New Engineering Building,unknown,3,1,3,1,0,0,0,0,0,0,1,1,1,3,4,23,21,52,69,38,43,61,82,58,73,52,68,34,23,39,30,29,48,10,39,10,14,9,9,4,8,6,11,4,6,0,6,0,77
npb,29.643913,-82.349779,Physics,academic,2,0,0,0,0,1,0,0,1,0,0,1,2,10,22,36,71,43,81,80,130,73,69,65,80,77,64,61,38,37,37,29,26,30,28,19,18,21,16,26,13,5,4,7,8,4,2,5,105
npbB,29.643913,-82.349779,Physics,academic,2,0,0,0,0,1,0,0,1,0,0,1,2,10,22,36,71,43,81,80,130,73,69,65,80,77,64,61,38,37,37,29,26,30,28,19,18,21,16,26,13,5,4,7,8,4,2,5,105
nrg,29.646251,-82.337966,Norman Gym,sports,0,2,0,1,0,1,0,0,0,0,1,1,4,2,14,2,12,3,19,12,31,22,27,21,20,18,16,20,11,12,9,24,8,18,13,15,2,13,5,7,3,4,5,6,2,1,0,1,30
nrn,29.646947,-82.338164,Norman Hall,academic,2,5,3,4,0,1,0,0,1,0,1,0,2,2,30,24,26,40,53,72,107,112,105,95,60,105,123,61,63,58,57,52,24,35,46,22,25,24,14,9,9,15,10,9,3,3,7,3,169
nrna,29.646645,-82.337581,Norman Hall Addition,academic,1,1,0,2,0,1,0,0,0,0,0,0,3,1,9,21,20,26,25,28,47,44,33,61,60,47,39,32,43,39,37,46,19,26,12,29,18,19,4,9,9,7,6,12,1,2,2,6,76
nrnag,29.646645,-82.337581,Norman Hall Addition,academic,1,1,0,2,0,1,0,0,0,0,0,0,3,1,9,21,20,26,25,28,47,44,33,61,60,47,39,32,43,39,37,46,19,26,12,29,18,19,4,9,9,7,6,12,1,2,2,6,76
nsc,29.647381,-82.347996,Nuclear Sciences,academic,0,0,1,0,0,0,0,0,0,0,1,1,1,2,5,17,17,27,23,28,25,21,23,40,36,36,25,32,19,22,20,25,25,12,18,7,13,9,4,8,4,3,3,2,3,3,0,2,42
